Field Word,Type,Level,Page
rein,n./v.,6,56
reinforce,v.,6,56
reject,v.,2,56
rejection,n.,4,56
rejoice,v.,5,56
relate,v.,3,56
relation,n.,2,56
relationship,n.,2,56
relative (1),adj.,4,56
relative (2),n.,4,56
relax,v.,3,56
relaxation,n.,4,56
relay,n./v.,6,56
release,v./n.,3,56
relevant,adj.,6,56
reliable,adj.,3,56
reliance,n.,6,56
relic,n.,5,56
relief,n.,3,56
relieve,v.,4,56
religion,n.,3,56
religious,adj.,3,56
relish,n./v.,6,56
reluctant,adj.,4,56
rely,v.,3,56
remain,v.,3,56
remainder,n.,6,56
remark,v./n.,4,56
remarkable,adj.,4,56
remedy,n./v.,4,56
remember,v.,1,56
remind,v.,3,56
reminder,n.,5,56
remote,adj.,3,56
removal,n.,6,56
remove,v.,3,56
renaissance,n.,6,56
render,v.,6,56
renew,v.,3,56
renowned,adj.,6,56
rent,n./v.,3,56
rental,n.,6,56
repair,v./n.,3,56
repay,v.,5,56
repeat,v./n.,2,56
repetition,n.,4,56
replace(ment),v./(n.),3,56
reply,v./n.,2,56
report,v./n.,1,56
reporter,n.,2,56
represent,v.,3,56
representation,n.,4,56
representative,adj./n.,3,56
repress,v.,6,56
reproduce,v.,5,56
reptile,n./adj.,5,56
republic,n.,3,56
republican,adj./n.,5,56
reputation,n.,4,56
request,n./v.,3,56
require(ment),v./(n.),2,56
rescue,v./n.,4,56
research,n./v.,4,57
researcher,n.,4,57
resemblance,n.,6,57
resemble,v.,4,57
resent(ment),v./(n.),5,57
reservation,n.,4,57
reserve,v./n.,3,57
reservoir,n.,6,57
reside,v.,5,57
residence,n.,5,57
resident,n./adj.,5,57
residential,adj.,6,57
resign,v.,4,57
resignation,n.,4,57
resist,v.,3,57
resistance,n.,4,57
resistant,adj.,6,57
resolute,adj.,6,57
resolution,n.,4,57
resolve,v./n.,4,57
resort,n./v.,5,57
resource,n.,3,57
respect,n./v.,2,57
respectable,adj.,4,57
respectful,adj.,4,57
respective,adj.,6,57
respond,v.,3,57
response,n.,3,57
responsibility,n.,3,57
responsible,adj.,2,57
rest,v./n.,1,57
restaurant,n.,2,57
restoration,n.,6,57
restore,v.,4,57
restrain,v.,5,57
restraint,n.,6,57
restrict,v.,3,57
restriction,n.,4,57
restroom/rest room,n.,2,57
result,n./v.,2,57
resume,v./n.,5,57
retail,n./adj./adv./v.,6,57
retain,v.,4,57
retaliate,v.,6,57
retire(ment),v./(n.),4,57
retort,n./v.,5,57
retreat,v./n.,4,57
retrieve,v.,6,57
return,v./n.,1,57
reunion,n.,4,57
reveal,v.,3,57
revelation,n.,6,57
revenge,n./v.,4,57
revenue,n.,6,57
reverse,v./adj./n.,5,57
review,n./v.,2,57
revise,v.,4,57
revision,n.,4,57
revival,n.,6,57
revive,v.,5,57
revolt,v./n.,5,57
revolution,n.,4,57
revolutionary,adj./n.,4,57
revolve,v.,5,57
reward,n./v.,4,57
rhetoric,n.,6,57
rhinoceros/rhino,n.,5,57
rhyme,n./v.,4,57
rhythm,n.,4,57
rhythmic,adj.,6,57
rib,n./v.,5,57
ribbon,n.,3,57
rice,n.,1,57
rich,adj.,1,57
riches,n.,2,57
rid,v./n./adj.,3,57
riddle,n.,3,57
ride,v./n.,1,57
ridge,n./v.,5,57
ridicule,n./v.,6,57
ridiculous,adj.,5,57
rifle,n./v.,5,57
right (1),adj./adv./n.,1,57
right (2),n.,1,57
rigid,adj.,5,57
rigorous,adj.,6,57
rim,n./v.,5,58
ring (1),n./v.,1,58
ring (2),v./n.,1,58
riot,n./v.,6,58
rip,v./n.,5,58
ripe,adj.,3,58
ripple,n./v.,5,58
rise,v./n.,1,58
risk,n./v.,3,58
rite,n.,6,58
ritual,n./adj.,6,58
rival,n./v.,5,58
rivalry,n.,6,58
river,n.,1,58
road,n.,1,58
roam,v./n.,5,58
roar,n./v.,3,58
roast,v./adj./n.,3,58
rob,v.,3,58
robber,n.,3,58
robbery,n.,3,58
robe,n./v.,3,58
robin,n.,5,58
robot,n.,1,58
robust,adj.,5,58
rock (1),n.,1,58
rock (2),v.,2,58
rocket,n./v.,3,58
rocky,adj.,2,58
rod,n.,5,58
role,n.,2,58
roll,v./n.,1,58
romance,n.,4,58
romantic,adj./n.,3,58
roof,n./v.,1,58
room,n./v.,1,58
rooster,n.,1,58
root,n./v.,1,58
rope,n./v.,1,58
rose,n.,1,58
rot,v./n.,3,58
rotate,v.,6,58
rotation,n.,6,58
rotten,adj.,3,58
rough,adj./adv./n./v.,3,58
roughly,adv.,4,58
round,adj./n./adv./prep./v.,1,58
route,n./v.,4,58
routine,n./adj.,3,58
row (1),n.,1,58
row (2),v.,1,58
royal,adj.,2,58
royalty,n.,6,58
rub,v./n.,1,58
rubber,n.,1,58
rubbish,n.,5,58
ruby,n./adj.,6,58
rude,adj.,2,58
rug,n.,3,58
rugged,adj.,5,58
ruin,v./n.,4,58
rule,n./v.,1,58
ruler,n.,2,58
rumble,v./n.,5,58
rumor,n./v.,3,58
run,v.,1,58
runner,n.,2,58
rural,adj.,4,58
rush,v./n.,2,58
rust,n./v.,3,58
rustle,v./n.,5,58
rusty,adj.,3,58
sack,n.,3,58
sacred,adj.,5,58
sacrifice,n./v.,4,58
sad,adj.,1,58
saddle,n./v.,5,58
safe (1),adj.,1,58
safe (2),n.,1,58
safeguard,n./v.,6,58
safety,n.,2,58
sail,n./v.,1,58
sailor,n.,2,58
saint,n./v.,5,58
sake,n.,3,58
salad,n.,2,59
salary,n./v.,4,59
sale,n.,1,59
salesperson/salesman/saleswoman,n.,4,59
salmon,n./adj.,5,59
saloon,n.,6,59
salt,n./adj./v.,1,59
salty,adj.,2,59
salute,n./v.,5,59
salvation,n.,6,59
same,adj./pron./adv.,1,59
sample,n./v.,2,59
sanction,n./v.,6,59
sanctuary,n.,6,59
sand,n./v.,1,59
sandal,n.,5,59
sandwich,n./v.,2,59
sane,adj.,6,59
sanitation,n.,6,59
satellite,n.,4,59
satisfaction,n.,4,59
satisfactory,adj.,3,59
satisfy,v.,2,59
Saturday/Sat.,n.,1,59
sauce,n./v.,2,59
saucer,n.,3,59
sausage,n.,3,59
savage,adj./n./v.,5,59
save,v.,1,59
saving(s),n.,3,59
saw,n./v.,1,59
say,v.,1,59
scale(s),n.,3,59
scan,v./n.,5,59
scandal,n.,5,59
scar,n./v.,5,59
scarce,adj.,3,59
scarcely,adv.,4,59
scare,v./n.,1,59
scarecrow,n.,3,59
scarf,n.,3,59
scary,adj.,3,59
scatter,v./n.,3,59
scene,n.,1,59
scenery,n.,4,59
scenic,adj.,6,59
scent,n./v.,5,59
schedule,n./v.,3,59
scheme,n./v.,5,59
scholar,n.,3,59
scholarship,n.,3,59
school,n./v.,1,59
science,n.,2,59
scientific,adj.,3,59
scientist,n.,2,59
scissors,n.,2,59
scold,v./n.,4,59
scoop,n./v.,3,59
scope,n.,6,59
score,n./v.,2,59
scorn,n./v.,5,59
scout,n./v.,3,59
scramble,v./n.,5,59
scrap,n./v.,5,59
scrape,v./n.,5,59
scratch,v./n.,4,59
scream,v./n.,3,59
screen,n./v.,2,59
screw,n./v.,3,59
screwdriver,n.,4,59
script,n./v.,6,59
scroll,n./v.,5,59
scrub,v./n.,3,59
sculptor,n.,5,59
sculpture,n./v.,4,59
sea,n.,1,59
seagull/gull,n.,4,59
seal (1),n./v.,3,59
seal (2),n./v.,3,59
search,v./n.,2,59
season,n.,1,59
seat,n./v.,1,59
second (1),adj./n./adv.,1,59
second (2),n.,1,59
secondary,adj.,3,59
secret,adj./n.,2,59
secretary,n.,2,60
section,n./v.,2,60
sector,n.,6,60
secure,adj./v.,5,60
security,n.,3,60
seduce,v.,6,60
see,v.,1,60
seed,n./v.,1,60
seek,v.,3,60
seem,v.,1,60
seesaw,n./v.,1,60
segment,n./v.,5,60
seize,v.,3,60
seldom,adv.,3,60
select,v./adj.,2,60
selection,n.,2,60
selective,adj.,6,60
self,n.,1,60
selfish,adj.,1,60
sell,v.,1,60
semester,n.,2,60
seminar,n.,6,60
senator,n.,6,60
send,v.,1,60
senior,adj./n.,4,60
sensation,n.,5,60
sense,n./v.,1,60
sensible,adj.,3,60
sensitive,adj.,3,60
sensitivity,n.,5,60
sentence,n./v.,1,60
sentiment,n.,5,60
sentimental,adj.,6,60
separate,adj./v.,2,60
separation,n.,3,60
September/Sept.,n.,1,60
sequence,n./v.,6,60
serene,adj.,6,60
serenity,n.,6,60
sergeant,n.,5,60
series,n.,5,60
serious,adj.,2,60
sermon,n.,5,60
servant,n.,2,60
serve,v.,1,60
server,n.,5,60
service,n./v.,1,60
serving,n.,6,60
session,n.,6,60
set (1),n.,1,60
set (2),v.,1,60
setback,n.,6,60
setting,n.,5,60
settle(ment),v./(n.),2,60
settler,n.,4,60
seven,n./adj.,1,60
seventeen,n./adj.,1,60
seventy,n./adj.,1,60
several,adj./pron.,1,60
severe,adj.,4,60
sew,v.,3,60
sewer,n.,6,60
sex,n.,3,60
sexual,adj.,3,60
sexy,adj.,3,60
shabby,adj.,5,60
shade,n./v.,3,60
shadow,n./v.,3,60
shady,adj.,3,60
shake,v./n.,1,60
shall,v. (aux.),1,60
shallow,adj.,3,60
shame,n./v.,3,60
shameful,adj.,4,60
shampoo,n./v.,3,60
shape,n./v.,1,60
share,n./v.,2,60
shark,n.,1,60
sharp,adj./adv.,1,60
sharpen,v.,5,60
shatter,v.,5,60
shave,v./n.,3,60
shaver,n.,4,60
she,pron./n.,1,60
shed,n./v.,6,60
sheep,n.,1,60
sheer,adj./adv.,6,61
sheet,n.,1,61
shelf,n.,2,61
shell,n./v.,2,61
shelter,n./v.,4,61
shepherd,n.,3,61
sheriff,n.,5,61
shield,n./v.,5,61
shift,v./n.,4,61
shilling,n.,6,61
shine,v./n.,1,61
shiny,adj.,3,61
ship,n./v.,1,61
shirt,n.,1,61
shiver,v./n.,5,61
shock,n./v.,2,61
shoe(s),n.,1,61
shoot,v./n.,2,61
shop (1)/store,n.,1,61
shop (2),v.,1,61
shoplift,v.,6,61
shore,n.,1,61
short,adj.,1,61
shortage,n.,5,61
shortcoming,n.,5,61
shorten,v.,3,61
shortly,adv.,3,61
shorts,n.,2,61
shortsighted,adj.,4,61
shot,n.,1,61
shoulder,n./v.,1,61
shout,v./n.,1,61
shove,v./n.,5,61
shovel,n./v.,3,61
show,v./n.,1,61
shower,n./v.,2,61
shred,n./v.,5,61
shrewd,adj.,6,61
shriek,v./n.,5,61
shrimp,n.,2,61
shrine,n.,5,61
shrink,v.,3,61
shrub,n.,5,61
shrug,v./n.,4,61
shudder,v./n.,5,61
shun,v.,6,61
shut,v.,1,61
shutter,n./v.,5,61
shuttle,n./v.,4,61
shy,adj.,1,61
sick,adj.,1,61
side,n.,1,61
sidewalk,n.,2,61
siege,n.,6,61
sigh,v./n.,3,61
sight,n./v.,1,61
sightseeing,n.,4,61
sign,n./v.,2,61
signal,n./v.,3,61
signature,n.,4,61
significance,n.,4,61
significant,adj.,3,61
signify,v.,6,61
silence,n./v.,2,61
silent,adj.,2,61
silicon,n.,6,61
silk,n.,2,61
silkworm,n.,5,61
silly,adj.,1,61
silver,n./adj.,1,61
similar,adj.,2,61
similarity,n.,3,61
simmer,v./n.,5,61
simple,adj.,1,61
simplicity,n.,6,61
simplify,v.,6,61
simply,adv.,2,61
simultaneous,adj.,6,61
sin,n./v.,3,61
since,prep./conj./adv.,1,61
sincere,adj.,3,61
sincerity,n.,4,61
sing,v.,1,61
singer,n.,1,61
single,adj./n./v.,2,61
singular,adj./n.,4,61
sink (1),v.,2,62
sink (2),n.,2,62
sip,v./n.,3,62
sir,n.,1,62
sister,n.,1,62
sit,v.,1,62
site,n./v.,4,62
situation,n.,3,62
six,n./adj.,1,62
sixteen,n./adj.,1,62
sixty,n./adj.,1,62
size,n./v.,1,62
skate,n./v.,3,62
skeleton,n.,5,62
skeptical,adj.,6,62
sketch,n./v.,4,62
ski,n./v.,3,62
skill,n.,1,62
skillful/skilled,adj.,2,62
skim,v./n.,6,62
skin,n./v.,1,62
skinny,adj.,2,62
skip,v./n.,3,62
skirt,n./v.,2,62
skull,n.,5,62
sky,n.,1,62
skyscraper,n.,3,62
slam,v./n.,5,62
slang,n./v.,6,62
slap,v./n./adv.,5,62
slash,v./n.,6,62
slaughter,n./v.,5,62
slave,n./v.,3,62
slavery,n.,6,62
slay,v.,5,62
sledge/sled,n./v.,4,62
sleep,n./v.,1,62
sleepy,adj.,2,62
sleeve,n.,3,62
sleigh,n./v.,4,62
slender,adj.,2,62
slice,n./v.,3,62
slide,v./n.,2,62
slight,adj./v./n.,4,62
slim,adj./v.,2,62
slip,v./n.,2,62
slipper(s),n.,2,62
slippery,adj.,3,62
slogan,n.,4,62
slope,n.,3,62
sloppy,adj.,5,62
slot,n./v.,6,62
slow,adj./adv./v.,1,62
slum,n./v.,6,62
slump,n./v.,5,62
sly,adj.,5,62
smack,n./v./adv.,6,62
small,adj./n./adv.,1,62
smallpox,n.,6,62
smart,adj.,1,62
smash,v./n.,5,62
smell,n./v.,1,62
smile,v./n.,1,62
smog,n.,4,62
smoke,n./v.,1,62
smooth,adj./v.,3,62
smother,v./n.,6,62
smuggle,v.,6,62
snack,n./v.,2,62
snail,n.,2,62
snake,n./v.,1,62
snap,v./n.,3,62
snare,n./v.,6,62
snarl,v./n.,5,62
snatch,v./n.,5,62
sneak,v./n.,5,62
sneaker(s),n.,5,62
sneaky,adj.,6,62
sneer,n./v.,6,62
sneeze,v./n.,4,62
sniff,v./n.,5,62
snore,n./v.,5,62
snort,n./v.,5,62
snow,n./v.,1,62
snowy,adj.,2,62
so (1),adv.,1,62
so (2),conj.,1,63
soak,v./n.,5,63
soap,n./v.,1,63
soar,v.,6,63
sob,v./n.,4,63
sober,adj./v.,5,63
soccer,n.,2,63
sociable,adj.,6,63
social,adj.,2,63
socialism,n.,6,63
socialist,n.,6,63
socialize,v.,6,63
society,n.,2,63
sociology,n.,6,63
sock(s),n.,2,63
socket,n.,4,63
soda,n.,1,63
sodium,n.,6,63
sofa,n.,1,63
soft,adj.,1,63
soften,v.,5,63
software,n.,4,63
soil,n./v.,1,63
solar,adj.,4,63
soldier,n.,2,63
sole (1),n./v.,5,63
sole (2),adj.,5,63
solemn,adj.,5,63
solid,adj.,3,63
solidarity,n.,6,63
solitary,adj./n.,5,63
solitude,n.,6,63
solo,n./v./adv.,5,63
solution,n.,2,63
solve,v.,2,63
some,adj./pron.,1,63
somebody,pron./n.,2,63
someday,adv.,3,63
somehow,adv.,3,63
someone,n./pron.,1,63
something,n./pron.,1,63
sometime,adv.,3,63
sometimes,adv.,1,63
somewhat,adv.,3,63
somewhere,adv.,2,63
son,n.,1,63
song,n.,1,63
soon,adv.,1,63
soothe,v.,6,63
sophisticated,adj.,6,63
sophomore,n.,4,63
sore,adj./n./adv.,3,63
sorrow,n./v.,3,63
sorrowful,adj.,4,63
sorry,adj.,1,63
sort,n./v.,2,63
soul,n.,1,63
sound (1),adj.,1,63
sound (2),n./v.,1,63
soup,n.,1,63
sour,adj./n./v.,1,63
source,n.,2,63
south,n./adj./adv.,1,63
southern,adj.,2,63
souvenir,n.,4,63
sovereign,n./adj.,5,63
sovereignty,n.,6,63
sow,v.,5,63
soybean/soya bean/soy,n.,2,63
space,n./v.,1,63
spacecraft/spaceship,n.,5,63
spacious,adj.,6,63
spade,n.,3,63
spaghetti,n.,3,63
span,n./v.,6,63
spare,adj./n./v.,4,63
spark,n./v.,4,63
sparkle,v./n.,4,63
sparrow,n.,4,63
speak,v.,1,63
speaker,n.,2,63
spear,n./v.,4,63
special,adj.,1,63
specialist,n.,5,63
specialize,v.,6,63
specialty,n.,6,63
species,n.,4,64
specific,adj.,3,64
specify,v.,6,64
specimen,n.,5,64
spectacle,n.,5,64
spectacular,adj./n.,6,64
spectator,n.,5,64
spectrum,n.,6,64
speculate,v.,6,64
speech,n.,1,64
speed,n./v.,2,64
spell,v.,1,64
spelling,n.,2,64
spend,v.,1,64
sphere,n.,6,64
spice,n./v.,3,64
spicy,adj.,4,64
spider,n.,2,64
spike,n./v.,6,64
spill,v./n.,3,64
spin,v./n.,3,64
spinach,n.,2,64
spine,n.,5,64
spiral,adj./n./v.,6,64
spire,n./v.,6,64
spirit,n.,2,64
spiritual,adj.,4,64
spit,v./n.,3,64
spite,n.,3,64
splash,v./n.,3,64
splendid,adj.,4,64
splendor,n.,5,64
split,v./n.,4,64
spoil,v.,3,64
spokesman,n.,6,64
spokesperson,n.,6,64
spokeswoman,n.,6,64
sponge,n./v.,5,64
sponsor,n./v.,6,64
spontaneous,adj.,6,64
spoon,n./v.,1,64
sport,n./v.,1,64
sportsman,n.,4,64
sportsmanship,n.,4,64
sportswoman,n.,4,64
spot,n./v.,2,64
spotlight,n./v.,5,64
spouse,n.,6,64
sprain,v./n.,3,64
sprawl,v./n.,6,64
spray,n./v.,3,64
spread,v./n.,2,64
spring (1),n.,1,64
spring (2),v./n.,2,64
sprinkle,v./n.,3,64
sprint,v./n.,5,64
spur,n./v.,5,64
spy,n./v.,3,64
squad,n.,6,64
square,adj./n.,2,64
squash (1),v./n.,5,64
squash (2),n.,6,64
squat,v./adj./n.,5,64
squeeze,v./n.,3,64
squirrel,n.,2,64
stab,v./n.,3,64
stability,n.,6,64
stabilize,v.,6,64
stable,adj.,3,64
stack,n./v.,5,64
stadium,n.,3,64
staff,n./v.,3,64
stage,n./v.,2,64
stagger,v./n.,5,64
stain,v./n.,5,64
stair,n.,1,64
stake,n./v.,5,64
stale,adj.,3,64
stalk (1),n.,5,64
stalk (2),v./n.,6,64
stall,n./v.,5,64
stammer,v./n.,6,64
stamp,v./n.,2,64
stand,v./n.,1,64
standard,n./adj.,2,64
stanza,n.,5,64
staple,n./v.,6,64
stapler,n.,6,65
star,n./v.,1,65
starch,n./v.,6,65
stare,v./n.,3,65
start,v./n.,1,65
startle,v.,5,65
starvation,n.,6,65
starve,v.,3,65
state (1),n.,1,65
state(ment) (2),v./(n.),1,65
statesman,n.,5,65
station,n./v.,1,65
stationary,adj.,6,65
stationery,n.,6,65
statistic(s),n.,5,65
statistical,adj.,5,65
statue,n.,3,65
stature,n.,6,65
status,n.,4,65
stay,v./n.,1,65
steady,adj./v./adv./n.,3,65
steak,n.,2,65
steal,v.,2,65
steam,n./v.,2,65
steamer (1),n.,5,65
steamer (2),n.,6,65
steel,n./v.,2,65
steep,adj.,3,65
steer,v./n.,5,65
stem,n./v.,4,65
step,n./v.,1,65
stepchild,n.,3,65
stepfather,n.,3,65
stepmother,n.,3,65
stereo,n.,3,65
stereotype,n./v.,5,65
stern,adj.,5,65
stew,v./n.,5,65
steward,n.,5,65
stewardess,n.,5,65
attendant,n.,5,65
stick (1),n.,2,65
stick (2),v.,2,65
sticky,adj.,3,65
stiff,adj.,3,65
still (1),adj.,1,65
still (2),adv.,1,65
stimulate,v.,6,65
stimulation,n.,6,65
stimulus,n.,6,65
sting,n./v.,3,65
stingy,adj.,4,65
stink,v./n.,5,65
stir,v./n.,3,65
stitch,n./v.,3,65
stock (1),n.,5,65
stock (2),n./v.,6,65
stocking(s),n.,3,65
stomach,n.,2,65
stone,n./v.,1,65
stool,n.,3,65
stoop,v./n.,5,65
stop,v./n.,1,65
storage,n.,5,65
store,n./v.,1,65
storm,n./v.,2,65
stormy,adj.,3,65
story (1),n.,1,65
story (2),n.,1,65
stout,adj.,5,65
stove,n.,2,65
straight,adj./n./adv.,2,65
straighten,v.,5,65
straightforward,adj.,5,65
strain,v./n.,5,65
strait,n.,5,65
strand,v./n.,5,65
strange,adj.,1,65
stranger,n.,2,65
strangle,v.,6,65
strap,n./v.,5,65
strategic,adj.,6,65
strategy,n.,3,65
straw,n.,2,65
strawberry,n.,2,65
stray,v./n./adj.,5,65
streak,n./v.,5,65
stream,n./v.,2,65
street,n.,1,66
strength,n.,3,66
strengthen,v.,4,66
stress,n./v.,2,66
stretch,v./n.,2,66
strict,adj.,2,66
stride,v./n.,5,66
strike,v./n.,2,66
string,n./v.,2,66
strip (1),n.,3,66
strip (2),v.,3,66
stripe,n.,5,66
strive,v.,4,66
stroke (1),n.,4,66
stroke (2),v.,4,66
stroll,v./n.,5,66
strong,adj.,1,66
structural,adj.,5,66
structure,n./v.,3,66
struggle,v./n.,2,66
stubborn,adj.,3,66
student,n.,1,66
studio,n.,3,66
study (1),n.,1,66
study (2),v.,1,66
stuff (1),n.,3,66
stuff (2),v.,3,66
stumble,v./n.,5,66
stump,n./v.,5,66
stun,v.,5,66
stunt,v./n.,6,66
stupid,adj.,1,66
sturdy,adj.,5,66
stutter,v./n.,5,66
style,n./v.,3,66
stylish,adj.,5,66
subject,n.,2,66
subjective,adj./n.,6,66
submarine,n./adj.,4,66
submit,v.,5,66
subordinate,adj./n./v.,6,66
subscribe,v.,6,66
subscription,n.,6,66
subsequent,adj.,6,66
substance,n.,3,66
substantial,adj.,5,66
substitute,n./v.,5,66
substitution,n.,6,66
subtle,adj.,6,66
subtract,v.,2,66
suburb,n.,3,66
suburban,adj.,6,66
subway,n.,2,66
succeed,v.,2,66
success,n.,2,66
successful,adj.,2,66
succession,n.,6,66
successive,adj.,6,66
successor,n.,6,66
such,adj./pron.,1,66
suck,v./n.,3,66
sudden,adj./n.,2,66
suffer,v.,3,66
sufficient,adj.,3,66
suffocate,v.,6,66
sugar,n./v.,1,66
suggest,v.,3,66
suggestion,n.,4,66
suicide,n.,3,66
suit (1),n.,2,66
suit (2),v.,2,66
suitable,adj.,3,66
suitcase,n.,5,66
suite,n.,6,66
sulfur,n.,5,66
sum,n./v.,3,66
summarize,v.,4,66
summary,n.,3,66
summer,n.,1,66
summit,n.,3,66
summon,v.,5,66
sun,n./v.,1,66
Sunday/Sun.,n.,1,66
sunny,adj.,2,66
super,adj./adv.,1,66
superb,adj.,6,66
superficial,adj.,5,67
superior,adj./n.,3,67
superiority,n.,6,67
supermarket,n.,2,67
supersonic,adj.,6,67
superstition,n.,5,67
superstitious,adj.,6,67
supervise,v.,5,67
supervision,n.,6,67
supervisor,n.,5,67
supper,n.,1,67
supplement,n./v.,6,67
supply,v./n.,2,67
support,v./n.,2,67
suppose,v.,3,67
suppress,n./v.,5,67
supreme,adj.,5,67
sure,adj./adv.,1,67
surf,n./v.,4,67
surface,n./v.,2,67
surge,n./v.,5,67
surgeon,n.,4,67
surgery,n.,4,67
surpass,v.,6,67
surplus,n./adj.,6,67
surprise,n./v.,1,67
surrender,v./n.,4,67
surround,v.,3,67
surroundings,n.,4,67
survey,v./n.,3,67
survival,n.,3,67
survive,v.,2,67
survivor,n.,3,67
suspect,v./n./adj.,3,67
suspend,v.,5,67
suspense,n.,6,67
suspension,n.,6,67
suspicion,n.,3,67
suspicious,adj.,4,67
sustain,v.,5,67
swallow (1),n.,2,67
swallow (2),v./n.,2,67
swamp,n./v.,5,67
swan,n.,2,67
swap,v./n.,6,67
swarm,n./v.,5,67
sway,v./n.,4,67
swear,v.,3,67
sweat,n./v.,3,67
sweater,n.,2,67
sweep,v./n.,2,67
sweet,adj.,1,67
swell,v./n.,3,67
swift,adj.,3,67
swim,v./n.,1,67
swing,v./n.,2,67
switch,n./v.,3,67
sword,n.,3,67
syllable,n.,4,67
symbol,n.,2,67
symbolic,adj.,6,67
symbolize,v.,6,67
symmetry,n.,6,67
sympathetic,adj.,4,67
sympathize,v.,5,67
sympathy,n.,4,67
symphony,n.,4,67
symptom,n.,6,67
synonym,n.,6,67
synthetic,adj./n.,6,67
syrup,n.,4,67
system,n.,3,67
systematic,adj.,4,67
table,n.,1,67
tablet,n.,3,67
tack,n./v.,3,67
tackle,v.,5,67
tact,n.,6,67
tactic(s),n.,6,67
tag,n./v.,3,67
tail,n./v.,1,67
tailor,n./v.,3,67
take,v.,1,67
tale,n.,1,67
talent,n.,2,67
talk,v./n.,1,68
talkative,adj.,2,68
tall,adj.,1,68
tame,adj./v.,3,68
tan,n./adj./v.,5,68
tangerine,n.,2,68
tangle,v./n.,5,68
tank,n.,2,68
tap (1),n./v.,3,68
tap (2),v./n.,4,68
tape,n./v.,2,68
tar,n./v.,5,68
target,n./v.,2,68
tariff,n.,6,68
tart,n.,5,68
task,n./v.,2,68
taste,n./v.,1,68
tasty,adj.,2,68
taunt,n./v.,5,68
tavern,n.,5,68
tax,n./v.,3,68
taxicab/taxi/cab,n.,1,68
tea,n.,1,68
teach,v.,1,68
teacher,n.,1,68
team,n./v.,2,68
tear (1),n./v.,2,68
tear (2),v./n.,2,68
tease,v./n.,3,68
technical,adj.,3,68
technician,n.,4,68
technique,n.,3,68
technological,adj.,4,68
technology,n.,3,68
tedious,adj.,6,68
teen(s),n.,2,68
teenage,adj.,2,68
teenager,n.,2,68
telegram,n.,4,68
telegraph,n./v.,4,68
telephone/phone,n./v.,2,68
telescope,n.,4,68
television/TV,n.,2,68
tell,v.,1,68
teller,n.,5,68
temper,n.,3,68
temperament,n.,6,68
temperature,n.,3,68
tempest,n.,6,68
temple,n.,2,68
tempo,n.,5,68
temporary,adj.,3,68
tempt,v.,5,68
temptation,n.,5,68
ten,n./adj.,1,68
tenant,n./v.,5,68
tend,v.,3,68
tendency,n.,4,68
tender,adj.,3,68
tennis,n.,2,68
tense,adj./v.,4,68
tension,n.,4,68
tent,n.,2,68
tentative,adj.,5,68
term,n./v.,2,68
terminal,adj./n.,5,68
terminate,v.,6,68
terrace,n./v.,5,68
terrible,adj.,2,68
terrific,adj.,2,68
terrify,v.,4,68
territory,n.,3,68
terror,n.,4,68
test,n./v.,2,68
text,n.,3,68
textbook,n.,2,68
textile,n./adj.,6,68
texture,n./v.,6,68
than,prep./conj.,1,68
thank,v./n.,1,68
thankful,adj.,3,68
that,pron./adj./adv./,1,68
the,art.,1,68
theater,n.,2,68
theatrical,adj.,6,68
theft,n.,6,68
their(s),pron.,1,69
them,pron.,1,69
theme,n.,4,69
then,adv./adj./n./conj.,1,69
theoretical,adj.,6,69
theory,n.,3,69
therapist,n.,6,69
therapy,n.,6,69
there,adv./n.,1,69
thereafter,adv.,6,69
thereby,adv.,6,69
therefore,adv.,2,69
thermometer,n.,6,69
these,pron./adj.,1,69
they,pron.,1,69
thick,adj.,2,69
thief,n.,2,69
thigh,n.,5,69
thin,adj.,2,69
thing,n.,1,69
think,v.,1,69
third,adj./n./adv.,1,69
thirst,n.,3,69
thirsty,adj.,2,69
thirteen,n./adj.,1,69
thirty,n./adj.,1,69
this,pron./adj./adv.,1,69
thorn,n.,5,69
thorough,adj.,4,69
those,pron./adj.,1,69
though,conj./adv.,1,69
thought,n.,1,69
thoughtful,adj.,4,69
thousand,n./adj.,1,69
thread,n./v.,3,69
threat,n.,3,69
threaten,v.,3,69
three,n./adj.,1,69
threshold,n.,6,69
thrift,n.,6,69
thrifty,adj.,6,69
thrill,n./v.,5,69
thriller,n.,5,69
thrive,v.,6,69
throat,n.,2,69
throb,v./n.,6,69
throne,n.,5,69
throng,n./v.,5,69
through,prep./adv.,2,69
throughout,prep./adv.,2,69
throw,v./n.,1,69
thrust,v./n.,5,69
thumb,n./v.,2,69
thunder,n./v.,2,69
Thursday/Thurs./Thur.,n.,1,69
thus,adv.,1,69
tick,n./v.,5,69
ticket,n./v.,1,69
tickle,v./n.,3,69
tide,n.,3,69
tidy,adj./v.,3,69
tie (1),n.,1,69
tie (2),v.,1,69
tiger,n.,1,69
tight,adj./adv.,3,69
tighten,v.,3,69
tile,n./v.,5,69
tilt,v./n.,5,69
timber,n.,3,69
time,n./v.,1,69
timid,adj.,4,69
tin,n./v.,5,69
tiny,adj.,1,69
tip,n./v.,2,69
tiptoe,n./v./adv.,5,69
tire (1),n.,1,69
tire (2),v.,1,69
tiresome,adj.,4,69
tissue,n.,3,69
title,n./v.,2,69
to,prep.,1,69
toad,n.,5,69
